Rank,Cliente_BM,Empresa,Categoria,Gerencia_Obra,Cidade_Sede,Dist_Louveira_km,Telefone,Site,Avaliacao,Qtd_Avaliacoes,Score_ICP,Faixa_ICP,Score_Motivo,Endereco,Google_Maps,Nome_Decisor,Email,Status_Prospeccao,Observacoes
898,,Alburi Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 91190-1466,,5,9,27,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5; reputacao +5,"R. Barão de Teffé, 530 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=11970634991956758665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
899,,Lilian Mariano Interiores - Autent&Co. Studio,Arquitetura,Nao,Jundiai,18,(11) 99874-0420,,4.8,20,27,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5; reputacao +5,"R. Messina, 70 - Jardim Messina, Jundiaí - SP, 13208-480",https://maps.google.com/?cid=4004233399013286515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
900,,Studio Gabriela Franco - Arquitetura e Design de Interiores,Arquitetura,Nao,Jundiai,18,(11) 93469-0729,,5,9,27,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5; reputacao +5,"R. Pedro Alexandrino, 73 - Sala 23 - Anhangabaú, Jundiaí - SP, 13208-160",https://maps.google.com/?cid=7898078044746567955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
901,,Vinícius Ferrari Borges Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 4587-6616,,5,7,27,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5; reputacao +5,"R. Wately, 379 - Vila Arens II, Jundiaí - SP, 13202-520",https://maps.google.com/?cid=6745352824049811843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
902,,Renata Anchieta Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,(19) 99456-0076,,,,27,D - fora do ICP,Arquitetura +32; so interiores -25; 9km +15; tel +5,"Av. Pres. Castelo Branco, 1062 - Nova Vinhedo, Vinhedo - SP, 13284-204",https://maps.google.com/?cid=7950807833043663856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
903,,Carvalho's Ambientes Planejados - Itatiba,Construtora,Nao,Itatiba,27,(11) 96188-9926,,5,39,25,D - fora do ICP,Construtora +30; so interiores -25; 27km +10; tel +5; reputacao +5,"R. Joaquim Castaldi, 240 - Parque Tescarollo, Itatiba - SP, 13253-321",https://maps.google.com/?cid=1253452069280999451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
904,,Marcenaria Antonio Soares,Construtora,Nao,Vinhedo,9,(19) 99870-9898,,5,3,25,D - fora do ICP,Construtora +30; so interiores -25; 9km +15; tel +5,"R. Antônio Ferragut, 826 - Jardim Primavera, Vinhedo - SP, 13289-328",https://maps.google.com/?cid=1864843424447927846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
905,,Ana Emília Segatto - Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 94780-5686,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"Av. Expedicionários Brasileiros, 333 - Sl 04 - Vila Brasileira, Itatiba - SP, 13256-400",https://maps.google.com/?cid=2121033492040336020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
906,,Cássia Espada Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 99703-5717,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"Av. Expedicionários Brasileiros, 333 - Vila Brasileira, Itatiba - SP, 13256-422",https://maps.google.com/?cid=7084032701054367173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
907,,DUN Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 2768-7871,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"R. Antenor Ubinha, 01 - fazenda serrinha, Itatiba - SP, 13254-600",https://maps.google.com/?cid=17018045386384651689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
908,,Laís Cardoso Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 97333-7859,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"R. Fábio Zuiani, 412 - Jardim Galetto, Itatiba - SP, 13253-150",https://maps.google.com/?cid=14043929929496142694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
909,,Sheila Nolasco Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 96398-8788,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"R. José Milton Pizzi, 126 - Vila Cristo Redentor, Itatiba - SP, 13251-211",https://maps.google.com/?cid=8175749750614602349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
910,,Yeda Chimello - Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 4534-6343,,4.8,4,22,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5,"EDIFÍCIO OFFICE CENTER - R. Benjamin Constant, 501 - Sl 62 - Centro, Itatiba - SP, 13250-340",https://maps.google.com/?cid=9901152762789837090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
911,,Adriana Melo - Studio de Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 94713-0701,,5,3,22,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5,"Av. Reynaldo Porcari, 990 - Sl 05 - Medeiros, Jundiaí - SP, 13212-258",https://maps.google.com/?cid=273896138611222269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
912,,Aisthesis - Arquitetura e interiores,Arquitetura,Nao,Jundiai,18,(11) 96642-4639,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5,"R. João Canela, N° 197 - Jardim Brasil, Jundiaí - SP, 13209-010",https://maps.google.com/?cid=15352508973926255932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
913,,Juliana Pavan - Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 97386-3776,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5,"R. João Ferrara, 100 - Jardim Pitangueiras II, Jundiaí - SP, 13206-714",https://maps.google.com/?cid=11071125537187192863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
914,,Nuovo Arquitetura e Interiores - by Laura Grassi,Arquitetura,Nao,Jundiai,18,(11) 97756-0900,,5,2,22,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5,"R. João Batista Figueiredo, 162 - Jardim Brasil, Jundiaí - SP, 13201-848",https://maps.google.com/?cid=16890263552002626130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
915,,Vivian Vicentin - Arquitetura & Interiores,Arquitetura,Nao,Jundiai,18,(11) 97101-0494,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10; tel +5,"Av. Osmundo dos Santos Pellegrini, 215 - Jardim Trevo, Jundiaí - SP, 13211-377",https://maps.google.com/?cid=16394880666097807242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
916,,Bia Bossi Arquitetura & Interiores,Arquitetura,Nao,Louveira,0,,,5,1,22,D - fora do ICP,Arquitetura +32; so interiores -25; 0km +15,"R. Armando Steck, 159 - Sl 15 - Vila Bossi, Louveira - SP, 13290-000",https://maps.google.com/?cid=11355474084581795291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
917,,Marilia Gallo Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,,,,,22,D - fora do ICP,Arquitetura +32; so interiores -25; 9km +15,"R. Estrela Dalva, 115 - Mirante Estrelas, Vinhedo - SP, 13283-660",https://maps.google.com/?cid=1397081873306647544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
918,,SN Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,,,,,17,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10,"Morrão da Força - R. José Milton Pizzi, 126 - Vila Cristo Redentor, Itatiba - SP, 13252-368",https://maps.google.com/?cid=14838222505621598150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
919,,Arquitetura e Urbanismo AU Quadrado (AU²),Arquitetura,A verificar,Jundiai,18,(11) 97403-6565,http://www.au2.com.br/,5,8,17,D - fora do ICP,Arquitetura +32; larga escala/loteamento -45; 18km +10; site +10; tel +5; reputacao +5,"R. Reg. Feijó, 208 - Sl 01 - Vila Arens, Jundiaí - SP, 13202-620",https://maps.google.com/?cid=16246991124441438673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
920,,Studio NOVA | Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,,,,,17,D - fora do ICP,Arquitetura +32; so interiores -25; 18km +10,"R. Hilda Del Nero Bisquolo, 102 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=5475239909628333712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
921,,Daniella Fray Arquitetura e Urbanismo,Arquitetura,A verificar,Vinhedo,9,(19) 3886-3729,http://dfrayarquitetura.com.br/,,,17,D - fora do ICP,Arquitetura +32; larga escala/loteamento -45; 9km +15; site +10; tel +5,"R. Eugênio Trevisan, 89 - 03 - Jardim Italia, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=5594536376810407429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
922,,Checchinato Participações,Construtora,Provavel,Itupeva,22,(11) 99944-6898,https://www.checchinato.com.br/,4.7,6,15,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 22km +10; site +10; tel +5; reputacao +5,"Rod. Akzo Nobel, 300 - Conj. Industrial Belville, Itupeva - SP, 13295-000",https://maps.google.com/?cid=13832574726036036873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
923,,Helbor,Construtora,Provavel,Jundiai,18,(11) 3174-1241,http://www.helbor.com.br/,4.6,135,15,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 18km +10; site +10; tel +5; reputacao +5,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=12890683022131366615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
924,,HS Empreendimentos e Participações,Construtora,Sim (indicio no nome),Jundiai,18,(11) 4522-1096,,5,1,12,D - fora do ICP,Construtora +30; larga escala/loteamento -45; gerencia obra +12; 18km +10; tel +5,"R. do Retiro, 1381 - Jardim Paris, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=5657009683457824928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
925,,Seara Projetos Empreendimentos Participações,Construtora,Sim (indicio no nome),Jundiai,18,(11) 4584-0738,,4,2,12,D - fora do ICP,Construtora +30; larga escala/loteamento -45; gerencia obra +12; 18km +10; tel +5,"Av. Alberto João Luchesi, 900 - 13218-667 - Ivoturucaia, Jundiaí - SP, 13218-667",https://maps.google.com/?cid=15586716119642222313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
926,,São José Empreendimentos Imobiliários e Participações,Incorporadora,Sim (indicio no nome),Vinhedo,9,(19) 3856-4430,,3,2,12,D - fora do ICP,Incorporadora +25; larga escala/loteamento -45; gerencia obra +12; 9km +15; tel +5,"R. Edgar Genezini, 255 - Fazenda Santana, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=11963430473843186729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
927,,Rojas Projetos e Construções - Terraplenagem e Pavimentação,Terraplenagem/Infra,Sim (indicio no nome),Itatiba,27,(11) 99748-7892,http://www.rojasengenharia.com.br/,5,5,7,D - fora do ICP,Terraplenagem/Infra -35; gerencia obra +12; 27km +10; site +10; tel +5; reputacao +5,"R. Rafael Ordine, 105 - Jardim Sao Jose, Itatiba - SP, 13250-535",https://maps.google.com/?cid=15372769677328244857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
928,,Gga Holding Participações,Construtora,Provavel,Itatiba,27,(11) 4524-2980,,4.5,11,5,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 27km +10; tel +5; reputacao +5,"Alameda Sucupiras, 202 - Ville de Chamonix, Itatiba - SP, 13257-613",https://maps.google.com/?cid=77253548845725768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
929,,Linnear Urbanismo,Incorporadora,A verificar,Itatiba,27,(11) 91973-4633,http://linnearurbanismo.com.br/,,,5,D - fora do ICP,Incorporadora +25; larga escala/loteamento -45; 27km +10; site +10; tel +5,"Av. Campinas, 196 - room 1 - Vila Brasileira, Itatiba - SP, 13256-500",https://maps.google.com/?cid=10278725080629076708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
930,,Trivero Loteamentos,Incorporadora,A verificar,Jundiai,18,(11) 4807-2623,http://www.trivero.com.br/,5,3,5,D - fora do ICP,Incorporadora +25; larga escala/loteamento -45; 18km +10; site +10; tel +5,"Av. Cmte. Videlmo Munhoz, 155 - Anhangabaú, Jundiaí - SP, 13208-050",https://maps.google.com/?cid=158187251934126795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
931,,Primavera Incorporações e Participações,Construtora,Provavel,Vinhedo,9,(19) 3886-1551,,4,4,5,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 9km +15; tel +5,"R. Manoel Matheus, 239 - sl - Barra Funda, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=15335818011068007220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
932,,LOCAMAC TERRAPLENAGEM E CONSTRUÇÕES,Terraplenagem/Infra,Sim (indicio no nome),Jundiai,18,(11) 94228-7675,https://www.locamac.com.br/,,,2,D - fora do ICP,Terraplenagem/Infra -35; gerencia obra +12; 18km +10; site +10; tel +5,"Av. Quatorze de Dezembro, 2127 - Vila Mafalda, Jundiaí - SP, 13206-105",https://maps.google.com/?cid=13712537972754782491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
933,,Empreiteira Jundiaí,Empreiteira,A verificar,Jundiai,18,(11) 98461-1532,https://empreiteirajundiai.com.br/,4.6,74,0,D - fora do ICP,Empreiteira -30; 18km +10; site +10; tel +5; reputacao +5,"Edifício Uffizi - R. Anchieta, 204 - Sl 102 - Vila Boaventura, Jundiaí - SP, 13201-804",https://maps.google.com/?cid=5576405408057588181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
934,,Empreiteiro de obra,Empreiteira,A verificar,Jundiai,18,(11) 93313-3581,https://construcoes.my.canva.site/,4.9,68,0,D - fora do ICP,Empreiteira -30; 18km +10; site +10; tel +5; reputacao +5,"R. do Rosário, 664 - Centro, Jundiaí - SP, 13201-015",https://maps.google.com/?cid=5308357535762409998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
935,,Jundiaí I Incorporações Spe,Construtora,Provavel,Jundiai,18,(11) 4525-2599,,4,1,0,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 18km +10; tel +5,"Parque Eloy Chaves, Jundiaí - SP",https://maps.google.com/?cid=4747666201375184523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
936,,Wtorre Engenharia Construção,Construtora,Provavel,Jundiai,18,(11) 4525-2093,,,,0,D - fora do ICP,Construtora +30; larga escala/loteamento -45; 18km +10; tel +5,"Rodoviária Vice Prefeito Hermenegildo Tonoli, s/n - gl A1 A - Região Metropolitana de Jundiaí, Jundiaí - SP, 13209-010",https://maps.google.com/?cid=1755950033921795878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
937,,Almeida Rocha Facilites e Empreiteira,Empreiteira,A verificar,Louveira,0,(11) 99904-1076,https://www.grupoalmeidarocha.com.br/,,,0,D - fora do ICP,Empreiteira -30; 0km +15; site +10; tel +5,"R. Afonso Pena, 148 - Jardim Niero, Louveira - SP, 13291-030",https://maps.google.com/?cid=15257507835588843068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
938,,Arquitetura e Urbanismo,Arquitetura,A verificar,Itatiba,27,,,,,-3,D - fora do ICP,Arquitetura +32; larga escala/loteamento -45; 27km +10,"Vila Trevisone, Itatiba - SP, 13256-411",https://maps.google.com/?cid=11204312934805938632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
939,,Chinelatto Sua Empreiteira de Obras,Empreiteira,Sim (indicio no nome),Jundiai,18,(11) 4533-3208,,,,-3,D - fora do ICP,Empreiteira -30; gerencia obra +12; 18km +10; tel +5,"Av. Armênio Ladeira, 282 - Jardim Pacaembu, Jundiaí - SP, 13218-310",https://maps.google.com/?cid=11215400354431548605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
940,,L.Ventura empreiteira de obras cívil,Empreiteira,Sim (indicio no nome),Jundiai,18,(11) 98492-6501,,,,-3,D - fora do ICP,Empreiteira -30; gerencia obra +12; 18km +10; tel +5,"R. José Aparecido Barbosa, 54 - Jardim Guanabara, Jundiaí - SP, 13211-810",https://maps.google.com/?cid=9428267531839509664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
941,,Construmister construtora Prestação de serviços de construção civil ltda,Terraplenagem/Infra,Sim (indicio no nome),Vinhedo,9,(19) 99972-6132,,,,-3,D - fora do ICP,Terraplenagem/Infra -35; gerencia obra +12; 9km +15; tel +5,"R. São Paulo, 316 - Nova Vinhedo, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=18072563616842176248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
942,,Brotas Terraplenagem,Terraplenagem/Infra,A verificar,Itatiba,27,(11) 4538-2919,https://www.facebook.com/brotasterraplanagem/,4.6,38,-5,D - fora do ICP,Terraplenagem/Infra -35; 27km +10; site +10; tel +5; reputacao +5,"Av. Benedito Alves Barbosa Sobrinho, 810 - Jardim Santa Filomena, Itatiba - SP, 13256-580",https://maps.google.com/?cid=3592852672865099430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
943,,"Ita Areia - Terraplanagem e Água Potável Caminhão Pipa, Itatiba SP",Terraplenagem/Infra,A verificar,Itatiba,27,(11) 94748-9539,http://www.ita-areia.com.br/,4.9,166,-5,D - fora do ICP,Terraplenagem/Infra -35; 27km +10; site +10; tel +5; reputacao +5,"Av. Idalina T Sanfins, 200 - Bairro da Ponte, Itatiba - SP, 13251-714",https://maps.google.com/?cid=16966815728643310078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
944,,Ordine Terraplenagem Ltda,Terraplenagem/Infra,A verificar,Itatiba,27,(11) 4524-6040,http://www.ordine.com.br/,4.7,23,-5,D - fora do ICP,Terraplenagem/Infra -35; 27km +10; site +10; tel +5; reputacao +5,"Rua Januário Ordine, 105 - Dos Leites, Itatiba - SP, 13255-810",https://maps.google.com/?cid=9868768710277075246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
945,,Alex André Terraplenagem,Terraplenagem/Infra,A verificar,Itupeva,22,(11) 4591-1192,https://www.aaterra.com.br/,4.5,54,-5,D - fora do ICP,Terraplenagem/Infra -35; 22km +10; site +10; tel +5; reputacao +5,"Rod. Akzo Nobel, 200 - São Roque da Chave, Itupeva - SP, 13295-422",https://maps.google.com/?cid=5344713608065881007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
946,,Marcio Cazarin Terraplenagem | Itupeva,Terraplenagem/Infra,A verificar,Itupeva,22,(11) 95497-7131,https://omelhoremitupeva.com.br/marcio-cazarin-terraplanagem-em-itupeva/,4.5,16,-5,D - fora do ICP,Terraplenagem/Infra -35; 22km +10; site +10; tel +5; reputacao +5,"Estr. Oreste Favotto, 1445 - Dos Medeiros, Itupeva - SP, 13295-000",https://maps.google.com/?cid=3700679052356868545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
947,,Natan escavações,Terraplenagem/Infra,A verificar,Itupeva,22,(11) 97523-5859,https://mylink.sbs/Natan-escava%C3%A7%C3%B5es,5,15,-5,D - fora do ICP,Terraplenagem/Infra -35; 22km +10; site +10; tel +5; reputacao +5,"Geraldo Ferraz - Nova, 551 - Rio Das Pedras, Itupeva - SP, 13299-144",https://maps.google.com/?cid=2568816504286452416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
948,,Terraplanagem Itupeva,Terraplenagem/Infra,A verificar,Itupeva,22,(11) 96191-9951,https://www.instagram.com/terraplanagemitupeva?igsh=NnE1ejJuMzd3Zzdq,5,5,-5,D - fora do ICP,Terraplenagem/Infra -35; 22km +10; site +10; tel +5; reputacao +5,"R. Ver. José Poli, 50 - Jardim Sao Vicente, Itupeva - SP, 13295-000",https://maps.google.com/?cid=12685583155812840119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
949,,Terrão Terraplanagem Itupeva,Terraplenagem/Infra,A verificar,Itupeva,22,(11) 99862-4068,http://www.terraplanagemitupeva.com.br/,5,10,-5,D - fora do ICP,Terraplenagem/Infra -35; 22km +10; site +10; tel +5; reputacao +5,"Via Adalberto de La Fuente y Rodrigues, 300 - Monte Serrat, Itupeva - SP, 13298-732",https://maps.google.com/?cid=17692174525793479215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
950,,"Bianchi | Areia, Pedra, Terraplenagem e Transporte de Máquinas",Terraplenagem/Infra,A verificar,Jundiai,18,(11) 94763-8014,https://bianchitransportes.com.br/,5,5,-5,D - fora do ICP,Terraplenagem/Infra -35; 18km +10; site +10; tel +5; reputacao +5,"Av. Engenheiro Tasso Pinheiro, 495 - Fds, Jundiaí - SP, 13210-045",https://maps.google.com/?cid=6075599749153068115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
951,,Civilsolo Sondagens e Fundações Ltda,Terraplenagem/Infra,A verificar,Jundiai,18,(11) 97203-3539,https://www.civilsolo.com.br/,4.9,69,-5,D - fora do ICP,Terraplenagem/Infra -35; 18km +10; site +10; tel +5; reputacao +5,"R. Fortunato Mori, 280 - Vila Vianelo, Jundiaí - SP, 13207-150",https://maps.google.com/?cid=238828245635592411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
952,,Demolidora BC4,Terraplenagem/Infra,A verificar,Jundiai,18,(11) 94774-2341,https://demolidorabc4.com.br/,4.9,8,-5,D - fora do ICP,Terraplenagem/Infra -35; 18km +10; site +10; tel +5; reputacao +5,"R. Mario Borin, 500 - Vila Virginia, Jundiaí - SP, 13209-030",https://maps.google.com/?cid=2046331971586296561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
