#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
2144,LTA VISA CONFORMIDADE,Constr,Jundiai,(11) 95080-1575,instagram.com,,,"R. Barão de Teffé, 1000 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=9026526049137308929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2145,Leal Monte siao,Constr,Jundiai,,lealmontesiao.com.br,4.7,3,"Rua dos canarios - Região Metropolitana de Jundiaí, Jundiaí - SP, 13214-636",https://maps.google.com/?cid=13765102653031969579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2146,Levinci Construtora,Constr,Jundiai,(11) 99950-4492,levinciconstrutora.com,5,8,"R. Barão de Teffé, 160 - Cj.505 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=12587306281974398785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2147,MAILSON REPAROS & MANUTENÇÕES LTDA,Constr,Jundiai,(96) 99169-5118,,5,62,"R. Jefferson Silva, 222 - Residencial, Jundiaí - SP, 13212-514",https://maps.google.com/?cid=12544436220714294153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2148,MK GERENCIAMENTO DE SERVIÇOS,Constr,Jundiai,(11) 96058-7454,mkoe.com.br,5,2,"R. Voluntários da Pátria, 72 - Unid 2 - Jardim das Orquideas, Jundiaí - SP, 13209-310",https://maps.google.com/?cid=6587884104042247167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2149,MPEZZI LTDA - Jundiaí - SP,Constr,Jundiai,(11) 99369-2814,mpezzi.com.br,5,1,"Rua Jol Fuller, 138 - Sl 04 - Vila Boaventura, Jundiaí - SP, 13201-810",https://maps.google.com/?cid=17765205901172411503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2150,MPR. Construção Civil do alicerce ao acabamento.,Constr,Jundiai,(11) 95703-3667,,5,1,"R. José Amâncio de Freitas, 207 - Parque Res. Jundiaí, Jundiaí - SP, 13212-505",https://maps.google.com/?cid=10940783680370400470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2151,MSB Construção e Administração de Obras,Constr,Jundiai,(11) 94120-2086,,,,"Rua Dr. Angelo Pernambuco, 120 - 120, Jundiaí - SP, 13212-123",https://maps.google.com/?cid=12171875036029807838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2152,MULTI MOBILE - Diviart,Constr,Jundiai,(11) 4526-1386,multimobile.com.br,4.4,36,"R. Nossa Sra. Aparecida, 144 - Vila Rami, Jundiaí - SP, 13206-310",https://maps.google.com/?cid=15014720192289886522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2153,Macedo Imóveis & Construções,Constr,Jundiai,(11) 97496-9186,engenheirolucasmac.wixsite.com,,,"R. Rita de Cássia Revorêdo de Paranaguá, 176 - Eloy chaves, Jundiaí - SP, 13212-150",https://maps.google.com/?cid=13828822933427975093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2154,Mais Viver Edificações,Constr,Jundiai,(11) 94024-3246,maisviveredificacoes.com,,,"R. 7, 71 - Gramadão, Jundiaí - SP, 13211-775",https://maps.google.com/?cid=6821555731308091918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2155,Mari Zambon - Studio PontoCO,Constr,Jundiai,(11) 96866-1936,marizambon.com,5,18,"Rua Cica, 396 - Sl 127 - Vila Angelica, Jundiaí - SP, 13206-765",https://maps.google.com/?cid=17451556930696087921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2156,Mattias Construção Reforma e Manutenção,Constr,Jundiai,(11) 99146-3021,instagram.com,5,4,"R. Pastor Moacir Coco, 226 - Parque Res. Jundiaí, Jundiaí - SP, 13212-512",https://maps.google.com/?cid=10208516875905802690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2157,Mdp Basso,Constr,Jundiai,4535-2167,,,,"R. José Viêira da Silva, 265 - Jardim Nogueira, Jundiaí - SP, 13210-100",https://maps.google.com/?cid=7486537159734039109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2158,Mediatriz Engenharia e Construções,Constr,Jundiai,(11) 2709-0914,,5,4,"R. Alfredo Rodrigues de Paula, 184 - Cidade Nova, Jundiaí - SP, 13219-360",https://maps.google.com/?cid=11118306492085430456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2159,Mega Projetos & Construções,Constr,Jundiai,(11) 4586-9025,construtoramega.com.br,4.6,12,"R. Rhodesia, 58 - Jardim Bonfiglioli, Jundiaí - SP, 13207-310",https://maps.google.com/?cid=12175160321476046172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2160,Metais Lambert,Constr,Jundiai,(11) 4526-1157,metaislambert.com,4.2,13,"R. Florianópolis, 100 - Jardim Esplanada, Jundiaí - SP, 13202-141",https://maps.google.com/?cid=9520715663788325798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2161,Metal Gold Calhas,Constr,Jundiai,(11) 98836-9409,metalgoldjundiai.com.br,4.8,46,"R. União, 72 - Parque Uniao, Jundiaí - SP, 13206-650",https://maps.google.com/?cid=3791667027985347655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2162,Mistral Jundiaí e Epic Jundiaí - Construtora Inkkorp,Constr,Jundiai,(11) 98708-4610,inkkorp.com.br,5,5,"Av. Ver. Wanderley Pires - Vila Mun., Jundiaí - SP, 13201-134",https://maps.google.com/?cid=7063295779035209890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2163,Modelar Construtora,Constr,Jundiai,(11) 4582-7070,modelarconstrutora.com.br,4.8,6,"R. Piratininga, 150 - Vila Bandeirantes, Jundiaí - SP, 13214-023",https://maps.google.com/?cid=7813331402207146429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2164,Monolite Brasil,Constr,Jundiai,(11) 93333-5406,monolitebrasil.com.br,5,9,"R. Barão de Teffé, 1000 - SALA 141 - Jardim Ana Maria, Jundiaí - SP, 13208-761",https://maps.google.com/?cid=16870774296716436023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2165,Nexo Construtora,Constr,Jundiai,(11) 3378-8545,,3.7,15,"R. Gélson Comparini, 38 - Anhangabaú, Jundiaí - SP, 13211-692",https://maps.google.com/?cid=14171343996952152901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2166,Nivoloni Projetos,Constr,Jundiai,(11) 4588-7777,nivoloniprojetos.com.br,5,3,"R. Vig. J. J. Rodrigues, 905 - glyph icon, Jundiaí - SP, 13201-001",https://maps.google.com/?cid=8950821205194857491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2167,ORDINE USINA DE ASFALTO,Constr,Jundiai,(11) 91552-0568,ordine.com.br,4.8,8,"Rua Álvaro de Oliveira Marcondes, 80 - Jardim das Tulipas, Jundiaí - SP, 13212-785",https://maps.google.com/?cid=16879138100693034201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2168,Ometro Construções,Constr,Jundiai,(11) 3964-8500,,5,4,"R. Aurora Germano de Lemos, 56 - Vila Guarani, Jundiaí - SP, 13209-460",https://maps.google.com/?cid=6901846077102898718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2169,Operacional Projetos E Construções Ltda,Constr,Jundiai,,,3.7,3,"R. Dr. Antenor Soares Gandra, 658 - Jardim Pacaembu, Jundiaí - SP, 13218-335",https://maps.google.com/?cid=6726423463012957437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2170,P&G Construções e Reformas,Constr,Jundiai,(11) 99792-5162,pegconstrucao.com.br,3.9,24,"R. Atibaia, 500 - Jardim Colonia, Jundiaí - SP, 13216-470",https://maps.google.com/?cid=2958812094565008758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2171,P.A Hidráulica - Serviço autorizado Deca Hydra Jundiaí,Constr,Jundiai,(11) 94326-5580,sadeca.com.br,4.8,278,"R. Zacarias de Góes, 107 - Vila Boaventura, Jundiaí - SP, 13201-800",https://maps.google.com/?cid=16102128208258961180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2172,PCA PROJETOS,Constr,Jundiai,(11) 4586-2127,pcaproj.com.br,,,"R. Prudente de Moraes, 1260 - Centro, Jundiaí - SP, 13201-004",https://maps.google.com/?cid=14003829097569910126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2173,PMARTIM - ESTRUTURAS METÁLICAS,Constr,Jundiai,(11) 94857-1822,,,,"R. Sapopema, 1 - Bairro do Poste, Jundiaí - SP, 13213-152",https://maps.google.com/?cid=8316504697118305631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2174,Pegasus Pintura em Geral - Manutenção e Pintura Predial - Jundiaí SP,Constr,Jundiai,(11) 95318-1346,sites.google.com,5,37,"Av. Antônio Raimundo de Oliveira, 31 - Jardim California, Jundiaí - SP, 13216-645",https://maps.google.com/?cid=14564644123094245790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2175,Piaia Máquinas e Transportes,Constr,Jundiai,(11) 4581-5579,piaiamaquinasetransportes.com.br,5,4,"R. Antônio Demarchi, 481 - Engordadouro, Jundiaí - SP, 13214-721",https://maps.google.com/?cid=7630362214553093416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2176,Pratcasas Construtora,Constr,Jundiai,(11) 4863-1611,instagram.com,,,"Av. Dr. Pedro Soares de Camargo, 232 - Sl 73/74 - Anhangabaú, Jundiaí - SP, 13208-080",https://maps.google.com/?cid=3510457930279643178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2177,Privato Lima Construtora,Constr,Jundiai,(11) 95071-4998,instagram.com,4.8,20,"R. do Retiro, 444 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=3100479896983298611&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2178,Profit Construtora,Constr,Jundiai,(11) 94030-9724,,,,"Av. Carlos Veiga, 373 - Parque Eloy Chaves, Jundiaí - SP, 13212-110",https://maps.google.com/?cid=10346595277629795234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2179,Projetos RZP,Constr,Jundiai,(11) 99908-2316,instagram.com,,,"R. Emílio Fehr, 163 - Jardim das Hortências, Jundiaí - SP, 13209-380",https://maps.google.com/?cid=4051178271759985997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2180,Pétrus construtora,Constr,Jundiai,(11) 91342-7792,construpetrus.com.br,5,1,"R. do Retiro, 814 - Retiro, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=6904180065381332795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2181,Quadrante Eng e Construção,Constr,Jundiai,(11) 94764-5210,,5,2,"R. Visc. de Taunay, 176 - Vila Arens, Jundiaí - SP, 13202-540",https://maps.google.com/?cid=1537205948813597746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2182,QualyForma,Constr,Jundiai,,,3.7,3,"R. Elias Juvenal de Mello, 1140 - 32 - Jardim Ana Maria, Jundiaí - SP, 13208-820",https://maps.google.com/?cid=7350910008850674614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2183,RE Rede Elétrica Construções Ltda.,Constr,Jundiai,(11) 3446-2475,,,,"R. Paul Percy Harris, 77 - Bela Vista, Jundiaí - SP, 13207-690",https://maps.google.com/?cid=2780590933424616057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2184,ROMME CONSTRUTORA LTDA,Constr,Jundiai,(11) 99860-3215,romme.com.br,4.4,8,"Rua João Puttini, 81 - Jardim Ermida I, Jundiaí - SP, 13212-124",https://maps.google.com/?cid=139536957691296898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2185,RR Construtora,Constr,Jundiai,(11) 2709-9120,,3.3,3,"R. Antônio Liberato, 33 - Vila Pirapora, Jundiaí - SP, 13207-630",https://maps.google.com/?cid=17066767038502969972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2186,Ranker Empreendimentos,Constr,Jundiai,(11) 97236-9949,ranker.eng.br,5,7,"Av. Dr. Adilson Rodrigues, 3456 - Al. dos Oitis, 134 - Jardim Samambaia, Jundiaí - SP, 13211-433",https://maps.google.com/?cid=12163352335317779433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2187,Reforma e Construção Construtora em Jundiaí e Região,Constr,Jundiai,(11) 94775-7688,,,,"R. João Chiaramonte, 241 - CASA 01 - FRENTE, Jundiaí - SP, 13218-670",https://maps.google.com/?cid=15719790815089143433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2188,Romep Construtora,Constr,Jundiai,(11) 4584-7042,,3,1,"R. Joséfa Pícolo, 12 - Jardim Bandeiras, Jundiaí - SP, 13216-671",https://maps.google.com/?cid=7575986672689192373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2189,Roofing Construtora.,Constr,Jundiai,(11) 94026-0114,roofingconstrutora.com.br,5,15,"R. Hilda Del Nero Bisquolo - Região Metropolitana de Jundiaí, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=16795869422716571588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2190,SB Pré-Fabricados,Constr,Jundiai,(11) 3963-0585,sbprefabricados.eng.br,5,3,"Rua Barão de Teffé, 1.000 14º andar - Sala 146 - Edifício Campos Elísios - Anhangabaú, Jundiaí - SP, 13208-761",https://maps.google.com/?cid=1820465528998934299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2191,SOLPI Instalações Industrializadas,Constr,Jundiai,(11) 4216-1073,solpi.com.br,4.9,30,"Av. Luiz Pellizzari, 372 - Distrito Industrial, Jundiaí - SP, 13213-073",https://maps.google.com/?cid=12230872619896216542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2192,SOUL Construções e Projetos,Constr,Jundiai,(11) 97399-4894,soulconstrucoeseprojetos.com.br,5,7,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=17254001313419449599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2193,SUSTINERI CONSTRUTORA JUNDIAÍ,Constr,Jundiai,(11) 96920-6410,sustinericonstrutora.com.br,5,8,"R. Hilda Del Nero Bisquolo, 102 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=8708599365401145727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2194,Santa Angela Construtora,Constr,Jundiai,(11) 3109-7000,santaangelaconstrutora.com.br,4.1,269,"Av. Prof. Pedro Clarismundo Fornari, 2009 - Engordadouro, Jundiaí - SP, 13214-660",https://maps.google.com/?cid=2453979626640607586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2195,Saúvas Construtora,Constr,Jundiai,(11) 4521-3190,sauvas.com,4.3,4,"R. Valter Campos, 157 - Jardim Florestal, Jundiaí - SP, 13215-725",https://maps.google.com/?cid=17283409885748462159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2196,Schinalle,Constr,Jundiai,(11) 4586-2387,schinalle.com.br,4.8,5,"R. Hilda Del Nero Bisquolo, 102 - Sl 707 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=8608503452773445287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2197,Seara Projetos Empreendimentos Participações,Constr,Jundiai,(11) 4584-0738,,4,2,"Av. Alberto João Luchesi, 900 - 13218-667 - Ivoturucaia, Jundiaí - SP, 13218-667",https://maps.google.com/?cid=15586716119642222313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2198,Sistema Pré-Fabricados,Constr,Jundiai,(11) 4815-1511,sistemaprefabricados.com.br,4.5,4,"R. Prof. Laérte Ramos Carvalho, 133 - Jardim Trevo, Jundiaí - SP, 13211-370",https://maps.google.com/?cid=11153323551356549469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2199,Sotin,Constr,Jundiai,(11) 4863-0330,sotin.com.br,5,7,"Av. Beta, 351 - Distrito Industrial, Jundiaí - SP, 13213-070",https://maps.google.com/?cid=11823741018456583971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2200,Steel Construções,Constr,Jundiai,(11) 99642-2522,steelco.com.br,3.3,8,"Av. Dr. Manoel Ildefonso Archer de Castilho, 393 - Torres de São José, Jundiaí - SP, 13214-565",https://maps.google.com/?cid=15907696559452258111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2201,TR7 Engenharia e Construção,Constr,Jundiai,,,5,2,"R. Bom Jesus de Pirapora, 1550 - Vianelo/Bonfiglioli, Jundiaí - SP, 13207-379",https://maps.google.com/?cid=15611293437206083026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2202,Terra Viva Construtora,Constr,Jundiai,(11) 96786-3234,terravivaconstrutora.com.br,,,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=16632951631914237199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2203,Tetraktys Construção Civil,Constr,Jundiai,(11) 99531-5656,,,,"R. Carlos Humel Guimarães, 705 - Jardim Tamoio, Jundiaí - SP, 13219-240",https://maps.google.com/?cid=4929508236582496500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2204,Urbitec Construções,Constr,Jundiai,(11) 4523-5111,urbitecconstrucoes.com.br,4.6,12,"R. Prof. José Leme do Prado, no 85 - Jardim Primavera, Jundiaí - SP, 13209-690",https://maps.google.com/?cid=7623583925571158099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2205,VOS Obras e Serviços jundiaí,Constr,Jundiai,(11) 5035-5050,,4.8,17,"Ceramica Ibetel, Jundiaí - SP",https://maps.google.com/?cid=17585010639521582800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2206,VVC Construtora,Constr,Jundiai,(11) 4521-7641,vvcconstrutora.com.br,4.3,16,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=4207945185035593458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2207,Villagio dos Eucaliptos - Emccamp,Constr,Jundiai,0800 200 7070,emccamp.com.br,4.5,4,"R. Ângelo Corradini, 40 - Vila Nambi, Jundiaí - SP, 13219-071",https://maps.google.com/?cid=18293179620656124292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2208,Vão Livre Projetos e Construção Civil Ltda,Constr,Jundiai,(11) 3395-5117,vaolivreconstrutora.com.br,5,2,"R. José de Oliveira Brochado, 35 - Centro, Jundiaí - SP, 13201-045",https://maps.google.com/?cid=11713877048953481641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2209,WT Construtora,Constr,Jundiai,(11) 4581-3723,,4,2,"Av. José Alves da Cunha Lima, 470 - Vila Nova Esperia, Jundiaí - SP, 13211-050",https://maps.google.com/?cid=7961491084918943571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2210,Wolff Engenharia e Construções,Constr,Jundiai,(11) 3378-8248,wolff.eng.br,,,"R. Albino Puttini, 170 - Vila Guarani, Jundiaí - SP, 13209-462",https://maps.google.com/?cid=3976810798263463303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2211,Wtorre Engenharia Construção,Constr,Jundiai,(11) 4525-2093,,,,"Rodoviária Vice Prefeito Hermenegildo Tonoli, s/n - gl A1 A - Região Metropolitana de Jundiaí, Jundiaí - SP, 13209-010",https://maps.google.com/?cid=1755950033921795878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2212,XPlan – Gerenciamento e Construção,Constr,Jundiai,(11) 4522-2202,xplan.eng.br,,,"Rua Rangel Pestana, 828 - Conj 78 - Centro, Jundiaí - SP, 13201-000",https://maps.google.com/?cid=1831801449251096597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2213,Yes Ideal Living Jundiaí,Constr,Jundiai,(11) 4525-1043,,4.4,191,"Av. Reynaldo Porcari, 2788 - Medeiros, Jundiaí - SP, 13212-258",https://maps.google.com/?cid=1648442211380682858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2214,construção civil em jundiaí,Constr,Jundiai,(11) 96411-2093,,3,1,"R. Prudente de Moraes, 1551 - Centro, Jundiaí - SP, 13201-004",https://maps.google.com/?cid=15261697629724068689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2215,construções comerciais,Constr,Jundiai,(11) 4601-2429,,5,1,"R. José Fontebasso, 537 - Jardim Dona Donata, Jundiaí - SP, 13218-682",https://maps.google.com/?cid=8905945314369375129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2216,g maxi,Constr,Jundiai,(11) 5511-7520,gmaxi.com.br,,,"R. Antônio Ovídio Rodrigues, 1020 - Parque Industrial 3, Jundiaí - SP, 13213-180",https://maps.google.com/?cid=4893511755565494171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2217,iBUILD Construções Inteligentes,Constr,Jundiai,(11) 99570-7241,ibuildconstrutora.com.br,,,"R. Bom Jesus de Pirapora, 1543 - Jardim Bonfiglioli, Jundiaí - SP, 13202-228",https://maps.google.com/?cid=7267300169934313805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
